   M   |   S   |   Method   |      α   
---------------------------------------
   4   |   3    |     FC     |  = 1/3     | runtime:  0.00
   65   |   28    |     FC     |  = 47/112     | runtime:  0.05

   67   |   28    |     FC     |  = 45/112     | runtime:  0.08

   69   |   28    |     FC     |  = 43/112     | runtime:  0.15

   30   |   29    |     FC         INT         MID     |  = 10/29     | runtime:  0.01

   31   |   29    |    EBM     |  = 1/3     | runtime:  0.01

   32   |   29    |    INT         EBM         HBM         MID         GAP     |  = 10/29     | runtime:  0.05

   33   |   29    |    HBM     |  = 10/29     | runtime:  0.01

   34   |   29    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   35   |   29    |    INT        HALF        EBM         MID         GAP     |  = 41/116     | runtime:  0.04

   36   |   29    |    INT         HBM         MID         GAP     |  = 10/29     | runtime:  0.04

   37   |   29    |    MID         GAP     |  = 61/174     | runtime:  0.06

   38   |   29    |     FC         INT         EBM         MID         GAP     |  = 10/29     | runtime:  0.05

   39   |   29    |     FC         EBM     |  = 1/3     | runtime:  0.02

   40   |   29    |     FC         EBM     |  = 1/3     | runtime:  0.02

   41   |   29    |     FC         EBM     |  = 1/3     | runtime:  0.02

   42   |   29    |     FC         EBM     |  = 1/3     | runtime:  0.02

   43   |   29    |     FC         EBM     |  = 1/3     | runtime:  0.02

   44   |   29    |     FC     |  = 11/29     | runtime:  0.02

   45   |   29    |     FC     |  = 45/116     | runtime:  0.03

   46   |   29    |     FC     |  = 23/58     | runtime:  0.02

   47   |   29    |    GAP     |  = 117/290     | runtime:  0.08

   48   |   29    |    INT         MID     |  = 59/145     | runtime:  0.03

   49   |   29    |    INT        HALF        MID     |  = 47/116     | runtime:  0.03

   50   |   29    |    INT        HALF        MID     |  = 71/174     | runtime:  0.04

   51   |   29    |    INT         MID     |  = 95/232     | runtime:  0.05

   52   |   29    |     FC         INT         MID     |  = 35/87     | runtime:  0.28

   53   |   29    |     FC     |  = 34/87     | runtime:  0.03

   54   |   29    |     FC     |  = 11/29     | runtime:  0.02

   55   |   29    |     FC     |  = 32/87     | runtime:  0.04

   56   |   29    |     FC     |  = 31/87     | runtime:  0.06

   57   |   29    |     FC     |  = 10/29     | runtime:  0.03

   59   |   29    |     FC     |  = 59/145     | runtime:  0.05

   60   |   29    |     FC     |  = 12/29     | runtime:  0.03

   61   |   29    |     FC     |  = 61/145     | runtime:  0.03

   62   |   29    |     FC     |  = 62/145     | runtime:  0.03

   63   |   29    |    MID     |  = 25/58     | runtime:  0.04

   64   |   29    |    INT        HALF        MID     |  = 25/58     | runtime:  0.04

   65   |   29    |    INT        HALF        MID     |  = 101/232     | runtime:  0.09

   66   |   29    |     FC         INT         MID     |  = 25/58     | runtime:  0.22

   67   |   29    |     FC     |  = 49/116     | runtime:  0.04

   68   |   29    |     FC     |  = 12/29     | runtime:  0.03

   69   |   29    |     FC     |  = 47/116     | runtime:  0.07

   70   |   29    |     FC     |  = 23/58     | runtime:  0.04

   31   |   30    |    EBM     |  = 1/3     | runtime:  0.01

   37   |   30    |    INT         HBM         MID         GAP     |  = 16/45     | runtime:  0.07

   41   |   30    |     FC         EBM     |  = 1/3     | runtime:  0.02

   43   |   30    |     FC         EBM     |  = 1/3     | runtime:  0.02

   47   |   30    |     FC     |  = 47/120     | runtime:  0.03

   49   |   30    |    GAP     |  = 17/42     | runtime:  0.05

   53   |   30    |    MID     |  = 61/150     | runtime:  0.05

   59   |   30    |     FC     |  = 31/90     | runtime:  0.05

   61   |   30    |     FC     |  = 61/150     | runtime:  0.05

   67   |   30    |    INT        HALF        MID     |  = 13/30     | runtime:  0.03

   32   |   31    |    EBM         HBM     |  = 21/62     | runtime:  0.01

   33   |   31    |    EBM     |  = 21/62     | runtime:  0.01

   34   |   31    |    HBM         GAP     |  = 32/93     | runtime:  0.09

   35   |   31    |    INT         EBM         MID     |  = 43/124     | runtime:  0.04

   36   |   31    |    INT        HALF        EBM         MID     |  = 21/62     | runtime:  0.01

   37   |   31    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   38   |   31    |    HBM         GAP     |  = 11/31     | runtime:  0.05

   39   |   31    |    INT         HBM         MID         GAP     |  = 11/31     | runtime:  0.05

   40   |   31    |    GAP     |  = 65/186     | runtime:  0.12

   41   |   31    |     FC         INT         EBM         MID         GAP     |  = 21/62     | runtime:  0.21

   42   |   31    |     FC         EBM     |  = 1/3     | runtime:  0.02

   43   |   31    |     FC         EBM     |  = 1/3     | runtime:  0.02

   44   |   31    |     FC         EBM     |  = 1/3     | runtime:  0.02

   45   |   31    |     FC         EBM     |  = 1/3     | runtime:  0.02

   46   |   31    |     FC         EBM     |  = 1/3     | runtime:  0.02

   47   |   31    |     FC     |  = 47/124     | runtime:  0.03

   48   |   31    |     FC     |  = 12/31     | runtime:  0.02

   49   |   31    |     FC     |  = 49/124     | runtime:  0.02

   50   |   31    |     FC         INT         MID     |  = 25/62     | runtime:  0.12

   51   |   31    |    MID     |  = 25/62     | runtime:  0.04

   52   |   31    |    GAP     |  = 89/217     | runtime:  0.04

   53   |   31    |    INT        HALF    |  = 49/124     | runtime:  0.02

   54   |   31    |    INT         MID     |  = 51/124     | runtime:  0.03

   55   |   31    |    GAP     |  = 151/372     | runtime:  0.12

   56   |   31    |     FC     |  = 37/93     | runtime:  0.04

   57   |   31    |     FC     |  = 12/31     | runtime:  0.02

   58   |   31    |     FC     |  = 35/93     | runtime:  0.04

   59   |   31    |     FC     |  = 34/93     | runtime:  0.05

   60   |   31    |     FC     |  = 11/31     | runtime:  0.03

   61   |   31    |     FC     |  = 32/93     | runtime:  0.06

   63   |   31    |     FC     |  = 63/155     | runtime:  0.06

   64   |   31    |     FC     |  = 64/155     | runtime:  0.05

   65   |   31    |     FC     |  = 13/31     | runtime:  0.03

   66   |   31    |     FC     |  = 66/155     | runtime:  0.03

   67   |   31    |    GAP     |  = 187/434     | runtime:  0.58

   68   |   31    |    INT        HALF        MID     |  = 27/62     | runtime:  0.03

   69   |   31    |    INT        HALF        MID     |  = 107/248     | runtime:  0.10

   70   |   31    |    INT         MID     |  = 148/341     | runtime:  0.22

   33   |   32    |     FC         INT         MID     |  = 11/32     | runtime:  0.02

   35   |   32    |    EBM         MID     |  = 11/32     | runtime:  0.01

   37   |   32    |    INT        HALF        EBM         MID         GAP     |  = 11/32     | runtime:  0.05

   39   |   32    |    INT        HALF        EBM         MID         GAP     |  = 23/64     | runtime:  0.04

   41   |   32    |    GAP     |  = 7/20     | runtime:  0.06

   43   |   32    |     FC         EBM     |  = 1/3     | runtime:  0.01

   45   |   32    |     FC         EBM     |  = 1/3     | runtime:  0.02

   47   |   32    |     FC         EBM     |  = 1/3     | runtime:  0.02

   49   |   32    |     FC     |  = 49/128     | runtime:  0.02

   51   |   32    |     FC     |  = 51/128     | runtime:  0.02

   53   |   32    |    INT         MID     |  = 13/32     | runtime:  0.04

   55   |   32    |    INT        HALF        MID     |  = 13/32     | runtime:  0.03

   57   |   32    |     FC         INT         MID     |  = 13/32     | runtime:  0.06

   59   |   32    |     FC     |  = 37/96     | runtime:  0.03

   61   |   32    |     FC     |  = 35/96     | runtime:  0.04

   63   |   32    |     FC     |  = 11/32     | runtime:  0.03

   65   |   32    |     FC     |  = 13/32     | runtime:  0.02

   67   |   32    |     FC     |  = 67/160     | runtime:  0.04

   69   |   32    |    GAP     |  ≤ 937/2176  |   TIME OUT
MULTISET 3 TIME OUT:  length(B) = 303   sets sum to: 4692  sets of size: 5     | runtime:  5.06

   34   |   33    |    EBM     |  = 1/3     | runtime:  0.02

   35   |   33    |    EBM         HBM     |  = 15/44     | runtime:  0.02

   37   |   33    |    INT         EBM     |  = 1/3     | runtime:  0.01

   38   |   33    |    GAP     |  = 34/99     | runtime:  0.06

   40   |   33    |    INT        HALF        EBM         MID         GAP     |  = 47/132     | runtime:  0.04

   41   |   33    |    INT         HBM         MID         GAP     |  = 34/99     | runtime:  0.05

   43   |   33    |    GAP     |  = 91/264     | runtime:  0.09

   46   |   33    |     FC         EBM     |  = 1/3     | runtime:  0.02

   47   |   33    |     FC         EBM     |  = 1/3     | runtime:  0.02

   49   |   33    |     FC         EBM     |  = 1/3     | runtime:  0.02

   50   |   33    |     FC     |  = 25/66     | runtime:  0.03

   52   |   33    |     FC     |  = 13/33     | runtime:  0.02

   53   |   33    |     FC         INT         MID     |  = 53/132     | runtime:  0.54

   56   |   33    |    INT        HALF        MID     |  = 53/132     | runtime:  0.04

   58   |   33    |    INT         MID     |  = 9/22     | runtime:  0.03

   59   |   33    |    GAP     |  = 293/726     | runtime:  1.26

   61   |   33    |     FC     |  = 38/99     | runtime:  0.05

   62   |   33    |     FC     |  = 37/99     | runtime:  0.05

   64   |   33    |     FC     |  = 35/99     | runtime:  0.07

   65   |   33    |     FC     |  = 34/99     | runtime:  0.15

   67   |   33    |     FC     |  = 67/165     | runtime:  0.07

   68   |   33    |     FC     |  = 68/165     | runtime:  0.05

   70   |   33    |     FC     |  = 14/33     | runtime:  0.03

   35   |   34    |    EBM         HBM     |  = 23/68     | runtime:  0.02

   37   |   34    |    EBM     |  = 1/3     | runtime:  0.01

   39   |   34    |    GAP     |  = 47/136     | runtime:  0.09

   41   |   34    |    INT        HALF        EBM         MID     |  = 6/17     | runtime:  0.02

   43   |   34    |    MID         GAP     |  = 6/17     | runtime:  0.04

   45   |   34    |     FC         INT         EBM         MID         GAP     |  = 23/68     | runtime:  0.52

   47   |   34    |     FC         EBM     |  = 1/3     | runtime:  0.02

   49   |   34    |     FC         EBM     |  = 1/3     | runtime:  0.02

   53   |   34    |     FC     |  = 53/136     | runtime:  0.03

   55   |   34    |    GAP     |  = 151/374     | runtime:  0.14

   57   |   34    |    INT        HALF        MID     |  = 7/17     | runtime:  0.03

   59   |   34    |    INT        HALF        MID     |  = 7/17     | runtime:  0.03

   61   |   34    |     FC         INT         MID     |  = 41/102     | runtime:  0.76

   63   |   34    |     FC     |  = 13/34     | runtime:  0.03

   65   |   34    |     FC     |  = 37/102     | runtime:  0.05

   67   |   34    |     FC     |  = 35/102     | runtime:  0.07

   69   |   34    |     FC     |  = 69/170     | runtime:  0.07

   36   |   35    |     FC         INT         MID     |  = 12/35     | runtime:  0.02

   37   |   35    |    EBM     |  = 1/3     | runtime:  0.01

   38   |   35    |    EBM     |  = 1/3     | runtime:  0.01

   39   |   35    |    INT         EBM     |  = 1/3     | runtime:  0.01

   41   |   35    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   43   |   35    |    HBM         GAP     |  = 5/14     | runtime:  0.04

   44   |   35    |    INT         HBM         MID         GAP     |  = 62/175     | runtime:  0.05

   46   |   35    |     FC         INT         EBM         MID         GAP     |  = 12/35     | runtime:  0.07

   47   |   35    |     FC         EBM     |  = 1/3     | runtime:  0.02

   48   |   35    |     FC         EBM     |  = 1/3     | runtime:  0.02

   51   |   35    |     FC         EBM     |  = 1/3     | runtime:  0.02

   52   |   35    |     FC         EBM     |  = 1/3     | runtime:  0.03

   53   |   35    |     FC     |  = 53/140     | runtime:  0.03

   54   |   35    |     FC     |  = 27/70     | runtime:  0.03

   57   |   35    |    GAP     |  = 113/280     | runtime:  0.07

   58   |   35    |    INT         MID     |  = 71/175     | runtime:  0.05

   59   |   35    |    INT        HALF        MID     |  = 57/140     | runtime:  0.04

   61   |   35    |    INT         MID     |  = 23/56     | runtime:  0.06

   62   |   35    |    GAP     |  = 57/140     | runtime:  0.05

   64   |   35    |     FC     |  = 41/105     | runtime:  0.04

   66   |   35    |     FC     |  = 13/35     | runtime:  0.03

   67   |   35    |     FC     |  = 38/105     | runtime:  0.06

   68   |   35    |     FC     |  = 37/105     | runtime:  0.07

   69   |   35    |     FC     |  = 12/35     | runtime:  0.03

   37   |   36    |    EBM     |  = 1/3     | runtime:  0.01

   41   |   36    |    HBM         GAP     |  = 37/108     | runtime:  0.05

   43   |   36    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   47   |   36    |    GAP     |  = 31/90     | runtime:  0.13

   49   |   36    |     FC         EBM     |  = 1/3     | runtime:  0.02

   53   |   36    |     FC         EBM     |  = 1/3     | runtime:  0.02

   55   |   36    |     FC     |  = 55/144     | runtime:  0.03

   59   |   36    |    MID     |  = 11/27     | runtime:  0.06

   61   |   36    |    INT        HALF        MID     |  = 29/72     | runtime:  0.03

   65   |   36    |     FC     |  = 43/108     | runtime:  0.03

   67   |   36    |     FC     |  = 41/108     | runtime:  0.05

   38   |   37    |    EBM         HBM     |  = 25/74     | runtime:  0.02

   39   |   37    |    EBM     |  = 25/74     | runtime:  0.02

   40   |   37    |    EBM         MID         GAP     |  = 25/74     | runtime:  0.17

   41   |   37    |    INT         EBM         MID         GAP     |  = 25/74     | runtime:  0.16

   42   |   37    |    INT         EBM         HBM         MID     |  = 13/37     | runtime:  0.02

   43   |   37    |    INT        HALF        EBM         MID         GAP     |  = 25/74     | runtime:  0.09

   44   |   37    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   45   |   37    |    INT        HALF        EBM         MID     |  = 53/148     | runtime:  0.02

   46   |   37    |    INT         HBM         MID         GAP     |  = 38/111     | runtime:  0.04

   47   |   37    |    MID         GAP     |  = 51/148     | runtime:  0.05

   48   |   37    |    GAP     |  = 90/259     | runtime:  0.11

   49   |   37    |     FC         INT         EBM         MID         GAP     |  = 25/74     | runtime:  0.97

   50   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   51   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   52   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.03

   53   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   54   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.02

   55   |   37    |     FC         EBM     |  = 1/3     | runtime:  0.03

   56   |   37    |     FC     |  = 14/37     | runtime:  0.02

   57   |   37    |     FC     |  = 57/148     | runtime:  0.04

   58   |   37    |     FC     |  = 29/74     | runtime:  0.03

   59   |   37    |     FC     |  = 59/148     | runtime:  0.03

   60   |   37    |     FC         INT         MID     |  = 15/37     | runtime:  0.06

   61   |   37    |    MID     |  = 181/444     | runtime:  0.13

   62   |   37    |    GAP     |  = 91/222     | runtime:  0.05

   63   |   37    |    INT        HALF    |  = 59/148     | runtime:  0.03

   64   |   37    |    INT        HALF        MID     |  = 91/222     | runtime:  0.05

   65   |   37    |    INT         MID     |  = 121/296     | runtime:  0.08

   66   |   37    |     FC         INT         MID     |  = 15/37     | runtime:  0.07

   67   |   37    |     FC     |  = 44/111     | runtime:  0.03

   68   |   37    |     FC     |  = 43/111     | runtime:  0.04

   69   |   37    |     FC     |  = 14/37     | runtime:  0.03

   70   |   37    |     FC     |  = 41/111     | runtime:  0.06

   39   |   38    |     FC         INT         MID     |  = 13/38     | runtime:  0.02

   41   |   38    |    EBM         HBM         MID         GAP     |  = 13/38     | runtime:  0.08

   43   |   38    |    INT         EBM         MID     |  = 53/152     | runtime:  0.04

   45   |   38    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   47   |   38    |    INT         HBM         MID         GAP     |  = 20/57     | runtime:  0.05

   49   |   38    |    GAP     |  = 93/266     | runtime:  0.14

   51   |   38    |     FC         EBM     |  = 1/3     | runtime:  0.02

   53   |   38    |     FC         EBM     |  = 1/3     | runtime:  0.02

   55   |   38    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   38    |     FC     |  = 59/152     | runtime:  0.03

   61   |   38    |     FC         INT         MID     |  = 61/152     | runtime:  0.93

   63   |   38    |    INT         MID     |  = 77/190     | runtime:  0.05

   65   |   38    |    INT        HALF    |  = 15/38     | runtime:  0.02

   67   |   38    |    MID     |  = 31/76     | runtime:  0.05

   69   |   38    |     FC     |  = 15/38     | runtime:  0.03

   40   |   39    |    EBM     |  = 1/3     | runtime:  0.02

   41   |   39    |    EBM         HBM     |  = 53/156     | runtime:  0.02

   43   |   39    |    GAP     |  = 53/156     | runtime:  0.08

   44   |   39    |    INT         EBM         MID     |  = 9/26     | runtime:  0.02

   46   |   39    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   47   |   39    |    INT        HALF        EBM         MID         GAP     |  = 55/156     | runtime:  0.06

   49   |   39    |    INT         HBM         MID         GAP     |  = 23/65     | runtime:  0.06

   50   |   39    |    GAP     |  = 68/195     | runtime:  0.08

   53   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.02

   55   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.02

   56   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.02

   58   |   39    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   39    |     FC     |  = 59/156     | runtime:  0.04

   61   |   39    |     FC     |  = 61/156     | runtime:  0.04

   62   |   39    |     FC     |  = 31/78     | runtime:  0.03

   64   |   39    |    MID     |  = 95/234     | runtime:  0.07

   67   |   39    |    INT        HALF        MID     |  = 95/234     | runtime:  0.06

   68   |   39    |    INT         MID     |  = 16/39     | runtime:  0.04

   70   |   39    |     FC         INT         MID     |  = 47/117     | runtime:  1.57

   41   |   40    |    EBM         HBM     |  = 27/80     | runtime:  0.02

   43   |   40    |    HBM     |  = 41/120     | runtime:  0.07

   47   |   40    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   49   |   40    |    HBM         GAP     |  = 57/160     | runtime:  0.05

   51   |   40    |    MID         GAP     |  = 7/20     | runtime:  0.05

   53   |   40    |     FC         INT         EBM         MID         GAP     |  = 27/80     | runtime:  0.74

   57   |   40    |     FC         EBM     |  = 1/3     | runtime:  0.02

   59   |   40    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   40    |     FC     |  = 61/160     | runtime:  0.04

   63   |   40    |     FC     |  = 63/160     | runtime:  0.04

   67   |   40    |    GAP     |  = 197/480     | runtime:  0.14

   69   |   40    |    INT        HALF        MID     |  = 49/120     | runtime:  0.04

   42   |   41    |     FC         INT         MID     |  = 14/41     | runtime:  0.02

   43   |   41    |    EBM     |  = 1/3     | runtime:  0.02

   44   |   41    |    EBM     |  = 14/41     | runtime:  0.02

   45   |   41    |    HBM     |  = 14/41     | runtime:  0.02

   46   |   41    |    INT         EBM     |  = 1/3     | runtime:  0.02

   47   |   41    |    GAP     |  = 85/246     | runtime:  0.08

   48   |   41    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   49   |   41    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.01

   50   |   41    |    GAP     |  = 44/123     | runtime:  0.06

   51   |   41    |    INT         HBM         MID         GAP     |  = 14/41     | runtime:  0.04

   52   |   41    |    MID         GAP     |  = 57/164     | runtime:  0.06

   53   |   41    |    GAP     |  = 85/246     | runtime:  0.08

   54   |   41    |     FC         INT         EBM         MID         GAP     |  = 14/41     | runtime:  0.15

   55   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.02

   56   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.02

   57   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.02

   58   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   59   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.02

   60   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   41    |     FC         EBM     |  = 1/3     | runtime:  0.03

   62   |   41    |     FC     |  = 31/82     | runtime:  0.03

   63   |   41    |     FC     |  = 63/164     | runtime:  0.04

   64   |   41    |     FC     |  = 16/41     | runtime:  0.03

   65   |   41    |     FC     |  = 65/164     | runtime:  0.03

   66   |   41    |     FC         INT         MID     |  = 33/82     | runtime:  0.37

   67   |   41    |    GAP     |  = 116/287     | runtime:  0.08

   68   |   41    |    INT         MID     |  = 83/205     | runtime:  0.05

   69   |   41    |    INT        HALF        MID     |  = 67/164     | runtime:  0.04

   70   |   41    |    INT        HALF    |  = 65/164     | runtime:  0.04

   43   |   42    |    EBM     |  = 1/3     | runtime:  0.02

   47   |   42    |    INT         EBM     |  = 1/3     | runtime:  0.01

   53   |   42    |    INT         HBM         MID         GAP     |  = 5/14     | runtime:  0.05

   55   |   42    |    GAP     |  = 12/35     | runtime:  0.16

   59   |   42    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   42    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   42    |     FC     |  = 65/168     | runtime:  0.04

   67   |   42    |     FC     |  = 67/168     | runtime:  0.03

   44   |   43    |    EBM         HBM     |  = 29/86     | runtime:  0.02

   45   |   43    |    EBM     |  = 29/86     | runtime:  0.02

   46   |   43    |    EBM     |  = 1/3     | runtime:  0.02

   47   |   43    |    EBM         MID         GAP     |  = 59/172     | runtime:  0.07

   48   |   43    |    INT         EBM     |  = 1/3     | runtime:  0.01

   49   |   43    |    HBM         GAP     |  = 44/129     | runtime:  0.05

   50   |   43    |    INT        HALF        EBM         MID         GAP     |  = 29/86     | runtime:  0.16

   51   |   43    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   52   |   43    |    INT        HALF        EBM         MID         GAP     |  = 61/172     | runtime:  0.05

   53   |   43    |    GAP     |  = 153/430     | runtime:  0.12

   54   |   43    |    INT         HBM         MID         GAP     |  = 76/215     | runtime:  0.07

   55   |   43    |    GAP     |  = 121/344     | runtime:  0.10

   56   |   43    |    GAP     |  = 119/344     | runtime:  0.26

   57   |   43    |     FC         INT         EBM         MID         GAP     |  = 29/86     | runtime:  1.59

   58   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.02

   59   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   60   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.02

   61   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.02

   62   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.02

   63   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   64   |   43    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   43    |     FC     |  = 65/172     | runtime:  0.04

   66   |   43    |     FC     |  = 33/86     | runtime:  0.03

   67   |   43    |     FC     |  = 67/172     | runtime:  0.05

   68   |   43    |     FC     |  = 17/43     | runtime:  0.03

   69   |   43    |     FC         INT         MID     |  = 69/172     | runtime:  1.76

   70   |   43    |    GAP     |  = 139/344     | runtime:  0.10

   45   |   44    |     FC         INT         MID     |  = 15/44     | runtime:  0.02

   47   |   44    |    EBM     |  = 1/3     | runtime:  0.02

   49   |   44    |    INT         EBM     |  = 1/3     | runtime:  0.01

   51   |   44    |    INT        HALF        EBM         MID         GAP     |  = 15/44     | runtime:  0.09

   53   |   44    |    INT        HALF        EBM         MID         GAP     |  = 31/88     | runtime:  0.05

   57   |   44    |    GAP     |  = 61/176     | runtime:  0.09

   59   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.03

   61   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.02

   63   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   44    |     FC         EBM     |  = 1/3     | runtime:  0.03

   67   |   44    |     FC     |  = 67/176     | runtime:  0.04

   69   |   44    |     FC     |  = 69/176     | runtime:  0.05

   46   |   45    |    EBM     |  = 1/3     | runtime:  0.02

   47   |   45    |    EBM         HBM     |  = 61/180     | runtime:  0.02

   49   |   45    |    EBM     |  = 1/3     | runtime:  0.01

   52   |   45    |    GAP     |  = 46/135     | runtime:  0.08

   53   |   45    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   56   |   45    |    INT         HBM         MID         GAP     |  = 46/135     | runtime:  0.06

   58   |   45    |    GAP     |  = 22/63     | runtime:  0.11

   59   |   45    |    GAP     |  = 37/108     | runtime:  0.36

   61   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.02

   62   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.03

   64   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.02

   67   |   45    |     FC         EBM     |  = 1/3     | runtime:  0.03

   68   |   45    |     FC     |  = 17/45     | runtime:  0.03

   47   |   46    |    EBM         HBM     |  = 31/92     | runtime:  0.02

   49   |   46    |    EBM     |  = 31/92     | runtime:  0.07

   51   |   46    |    INT         EBM         MID     |  = 31/92     | runtime:  0.02

   53   |   46    |    GAP     |  = 79/230     | runtime:  0.11

   55   |   46    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   57   |   46    |    INT         HBM         MID         GAP     |  = 8/23     | runtime:  0.05

   59   |   46    |    GAP     |  = 8/23     | runtime:  0.07

   61   |   46    |     FC         INT         EBM         MID         GAP     |  = 31/92     | runtime:  1.35

   63   |   46    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   46    |     FC         EBM     |  = 1/3     | runtime:  0.03

   67   |   46    |     FC         EBM     |  = 1/3     | runtime:  0.03

   48   |   47    |     FC         INT         MID     |  = 16/47     | runtime:  0.02

   49   |   47    |    EBM     |  = 1/3     | runtime:  0.02

   50   |   47    |    EBM         HBM     |  = 16/47     | runtime:  0.07

   51   |   47    |    EBM     |  = 1/3     | runtime:  0.01

   52   |   47    |    INT         EBM         MID         GAP     |  = 16/47     | runtime:  0.08

   53   |   47    |    INT         EBM         MID     |  = 65/188     | runtime:  0.05

   54   |   47    |    GAP     |  ≤ 113/329     | runtime:  0.04

   55   |   47    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   56   |   47    |    INT        HALF        EBM     |  = 1/3     | runtime:  0.02

   57   |   47    |    INT        HALF        EBM         MID         GAP     |  = 67/188     | runtime:  0.05

   58   |   47    |    INT         HBM         MID         GAP     |  = 50/141     | runtime:  0.23

   59   |   47    |    INT         HBM         MID         GAP     |  = 83/235     | runtime:  0.08

   60   |   47    |    MID         GAP     |  = 33/94     | runtime:  0.10

   61   |   47    |    GAP     |  = 114/329     | runtime:  0.13

   62   |   47    |     FC         INT         EBM         MID         GAP     |  = 16/47     | runtime:  0.28

   63   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.02

   64   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.03

   65   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.03

   66   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.03

   67   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.03

   68   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.03

   69   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.03

   70   |   47    |     FC         EBM     |  = 1/3     | runtime:  0.04

   49   |   48    |    EBM     |  = 1/3     | runtime:  0.02

   53   |   48    |    GAP     |  = 49/144     | runtime:  0.12

   55   |   48    |    HBM         GAP     |  = 83/240     | runtime:  0.16

   59   |   48    |    HBM         GAP     |  = 103/288     | runtime:  0.08

   61   |   48    |    MID         GAP     |  = 11/32     | runtime:  0.06

   65   |   48    |     FC         EBM     |  = 1/3     | runtime:  0.02

   67   |   48    |     FC         EBM     |  = 1/3     | runtime:  0.02

   50   |   49    |    EBM         HBM     |  = 33/98     | runtime:  0.02

   51   |   49    |    EBM     |  = 33/98     | runtime:  0.02

   52   |   49    |    HBM         GAP     |  = 50/147     | runtime:  0.19

